event_id,account_id,event_name,feature,occurred_at,received_at,properties
evt_0001_05_02,acct_0001,feature_used,reports,2026-07-06T03:02:00+00:00,2026-07-06T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_06_00,acct_0001,session_started,dashboard,2026-07-07T01:00:00+00:00,2026-07-07T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_06_01,acct_0001,feature_used,alerts,2026-07-07T02:01:00+00:00,2026-07-07T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_06_02,acct_0001,feature_used,reports,2026-07-07T03:02:00+00:00,2026-07-07T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_07_00,acct_0001,session_started,dashboard,2026-07-08T01:00:00+00:00,2026-07-08T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_07_01,acct_0001,feature_used,alerts,2026-07-08T02:01:00+00:00,2026-07-08T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_07_02,acct_0001,feature_used,reports,2026-07-08T03:02:00+00:00,2026-07-08T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_08_00,acct_0001,session_started,dashboard,2026-07-09T01:00:00+00:00,2026-07-09T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_08_01,acct_0001,feature_used,alerts,2026-07-09T02:01:00+00:00,2026-07-09T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_08_02,acct_0001,feature_used,reports,2026-07-09T03:02:00+00:00,2026-07-09T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_09_00,acct_0001,session_started,dashboard,2026-07-10T01:00:00+00:00,2026-07-10T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_09_01,acct_0001,feature_used,alerts,2026-07-10T02:01:00+00:00,2026-07-10T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_09_02,acct_0001,feature_used,reports,2026-07-10T03:02:00+00:00,2026-07-10T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_10_00,acct_0001,session_started,dashboard,2026-07-11T01:00:00+00:00,2026-07-11T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_10_01,acct_0001,feature_used,alerts,2026-07-11T02:01:00+00:00,2026-07-11T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_10_02,acct_0001,feature_used,reports,2026-07-11T03:02:00+00:00,2026-07-11T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_11_00,acct_0001,session_started,dashboard,2026-07-12T01:00:00+00:00,2026-07-12T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_11_01,acct_0001,feature_used,alerts,2026-07-12T02:01:00+00:00,2026-07-12T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_11_02,acct_0001,feature_used,reports,2026-07-12T03:02:00+00:00,2026-07-12T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_12_00,acct_0001,session_started,dashboard,2026-07-13T01:00:00+00:00,2026-07-13T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_12_01,acct_0001,feature_used,alerts,2026-07-13T02:01:00+00:00,2026-07-13T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_12_02,acct_0001,feature_used,reports,2026-07-13T03:02:00+00:00,2026-07-13T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_13_00,acct_0001,session_started,dashboard,2026-07-14T01:00:00+00:00,2026-07-14T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_13_01,acct_0001,feature_used,alerts,2026-07-14T02:01:00+00:00,2026-07-14T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_13_02,acct_0001,feature_used,reports,2026-07-14T03:02:00+00:00,2026-07-14T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_14_00,acct_0001,session_started,dashboard,2026-07-15T01:00:00+00:00,2026-07-15T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_14_01,acct_0001,feature_used,alerts,2026-07-15T02:01:00+00:00,2026-07-15T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_14_02,acct_0001,feature_used,reports,2026-07-15T03:02:00+00:00,2026-07-15T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_15_00,acct_0001,session_started,dashboard,2026-07-16T01:00:00+00:00,2026-07-16T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_15_01,acct_0001,feature_used,alerts,2026-07-16T02:01:00+00:00,2026-07-16T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_15_02,acct_0001,feature_used,reports,2026-07-16T03:02:00+00:00,2026-07-16T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_16_00,acct_0001,session_started,dashboard,2026-07-17T01:00:00+00:00,2026-07-17T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_16_01,acct_0001,feature_used,alerts,2026-07-17T02:01:00+00:00,2026-07-17T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_16_02,acct_0001,feature_used,reports,2026-07-17T03:02:00+00:00,2026-07-17T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_17_00,acct_0001,session_started,dashboard,2026-07-18T01:00:00+00:00,2026-07-18T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_17_01,acct_0001,feature_used,alerts,2026-07-18T02:01:00+00:00,2026-07-18T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_17_02,acct_0001,feature_used,reports,2026-07-18T03:02:00+00:00,2026-07-18T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_18_00,acct_0001,session_started,dashboard,2026-07-19T01:00:00+00:00,2026-07-19T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_18_01,acct_0001,feature_used,alerts,2026-07-19T02:01:00+00:00,2026-07-19T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_18_02,acct_0001,feature_used,reports,2026-07-19T03:02:00+00:00,2026-07-19T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_19_00,acct_0001,session_started,dashboard,2026-07-20T01:00:00+00:00,2026-07-20T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_19_01,acct_0001,feature_used,alerts,2026-07-20T02:01:00+00:00,2026-07-20T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_19_02,acct_0001,feature_used,reports,2026-07-20T03:02:00+00:00,2026-07-20T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_20_00,acct_0001,session_started,dashboard,2026-07-21T01:00:00+00:00,2026-07-21T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_20_01,acct_0001,feature_used,alerts,2026-07-21T02:01:00+00:00,2026-07-21T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_20_02,acct_0001,feature_used,reports,2026-07-21T03:02:00+00:00,2026-07-21T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_21_00,acct_0001,session_started,dashboard,2026-07-22T01:00:00+00:00,2026-07-22T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_21_01,acct_0001,feature_used,alerts,2026-07-22T02:01:00+00:00,2026-07-22T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_21_02,acct_0001,feature_used,reports,2026-07-22T03:02:00+00:00,2026-07-22T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_22_00,acct_0001,session_started,dashboard,2026-07-23T01:00:00+00:00,2026-07-23T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_22_01,acct_0001,feature_used,alerts,2026-07-23T02:01:00+00:00,2026-07-23T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_22_02,acct_0001,feature_used,reports,2026-07-23T03:02:00+00:00,2026-07-23T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_23_00,acct_0001,session_started,dashboard,2026-07-24T01:00:00+00:00,2026-07-24T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_23_01,acct_0001,feature_used,alerts,2026-07-24T02:01:00+00:00,2026-07-24T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_23_02,acct_0001,feature_used,reports,2026-07-24T03:02:00+00:00,2026-07-24T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_24_00,acct_0001,session_started,dashboard,2026-07-25T01:00:00+00:00,2026-07-25T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_24_01,acct_0001,feature_used,alerts,2026-07-25T02:01:00+00:00,2026-07-25T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_24_02,acct_0001,feature_used,reports,2026-07-25T03:02:00+00:00,2026-07-25T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_25_00,acct_0001,session_started,dashboard,2026-07-26T01:00:00+00:00,2026-07-26T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_25_01,acct_0001,feature_used,alerts,2026-07-26T02:01:00+00:00,2026-07-26T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_25_02,acct_0001,feature_used,reports,2026-07-26T03:02:00+00:00,2026-07-26T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_26_00,acct_0001,session_started,dashboard,2026-07-27T01:00:00+00:00,2026-07-27T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_26_01,acct_0001,feature_used,alerts,2026-07-27T02:01:00+00:00,2026-07-27T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_26_02,acct_0001,feature_used,reports,2026-07-27T03:02:00+00:00,2026-07-27T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_27_00,acct_0001,session_started,dashboard,2026-07-28T01:00:00+00:00,2026-07-28T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_27_01,acct_0001,feature_used,alerts,2026-07-28T02:01:00+00:00,2026-07-28T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_27_02,acct_0001,feature_used,reports,2026-07-28T03:02:00+00:00,2026-07-28T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_28_00,acct_0001,session_started,dashboard,2026-07-29T01:00:00+00:00,2026-07-29T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_28_01,acct_0001,feature_used,alerts,2026-07-29T02:01:00+00:00,2026-07-29T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_28_02,acct_0001,feature_used,reports,2026-07-29T03:02:00+00:00,2026-07-29T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_29_00,acct_0001,session_started,dashboard,2026-07-30T01:00:00+00:00,2026-07-30T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_29_01,acct_0001,feature_used,alerts,2026-07-30T02:01:00+00:00,2026-07-30T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_29_02,acct_0001,feature_used,reports,2026-07-30T03:02:00+00:00,2026-07-30T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_30_00,acct_0001,session_started,dashboard,2026-07-31T01:00:00+00:00,2026-07-31T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_30_01,acct_0001,feature_used,alerts,2026-07-31T02:01:00+00:00,2026-07-31T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_30_02,acct_0001,feature_used,reports,2026-07-31T03:02:00+00:00,2026-07-31T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_31_00,acct_0001,session_started,dashboard,2026-08-01T01:00:00+00:00,2026-08-01T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_31_01,acct_0001,feature_used,alerts,2026-08-01T02:01:00+00:00,2026-08-01T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_31_02,acct_0001,feature_used,reports,2026-08-01T03:02:00+00:00,2026-08-01T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_32_00,acct_0001,session_started,dashboard,2026-08-02T01:00:00+00:00,2026-08-02T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_32_01,acct_0001,feature_used,alerts,2026-08-02T02:01:00+00:00,2026-08-02T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_32_02,acct_0001,feature_used,reports,2026-08-02T03:02:00+00:00,2026-08-02T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_33_00,acct_0001,session_started,dashboard,2026-08-03T01:00:00+00:00,2026-08-03T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_33_01,acct_0001,feature_used,alerts,2026-08-03T02:01:00+00:00,2026-08-03T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_33_02,acct_0001,feature_used,reports,2026-08-03T03:02:00+00:00,2026-08-03T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_34_00,acct_0001,session_started,dashboard,2026-08-04T01:00:00+00:00,2026-08-04T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_34_01,acct_0001,feature_used,alerts,2026-08-04T02:01:00+00:00,2026-08-04T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_34_02,acct_0001,feature_used,reports,2026-08-04T03:02:00+00:00,2026-08-04T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_35_00,acct_0001,session_started,dashboard,2026-08-05T01:00:00+00:00,2026-08-05T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_35_01,acct_0001,feature_used,alerts,2026-08-05T02:01:00+00:00,2026-08-05T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_35_02,acct_0001,feature_used,reports,2026-08-05T03:02:00+00:00,2026-08-05T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_36_00,acct_0001,session_started,dashboard,2026-08-06T01:00:00+00:00,2026-08-06T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_36_01,acct_0001,feature_used,alerts,2026-08-06T02:01:00+00:00,2026-08-06T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_36_02,acct_0001,feature_used,reports,2026-08-06T03:02:00+00:00,2026-08-06T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_37_00,acct_0001,session_started,dashboard,2026-08-07T01:00:00+00:00,2026-08-07T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_37_01,acct_0001,feature_used,alerts,2026-08-07T02:01:00+00:00,2026-08-07T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_37_02,acct_0001,feature_used,reports,2026-08-07T03:02:00+00:00,2026-08-07T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_38_00,acct_0001,session_started,dashboard,2026-08-08T01:00:00+00:00,2026-08-08T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_38_01,acct_0001,feature_used,alerts,2026-08-08T02:01:00+00:00,2026-08-08T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_38_02,acct_0001,feature_used,reports,2026-08-08T03:02:00+00:00,2026-08-08T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_39_00,acct_0001,session_started,dashboard,2026-08-09T01:00:00+00:00,2026-08-09T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_39_01,acct_0001,feature_used,alerts,2026-08-09T02:01:00+00:00,2026-08-09T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_39_02,acct_0001,feature_used,reports,2026-08-09T03:02:00+00:00,2026-08-09T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_40_00,acct_0001,session_started,dashboard,2026-08-10T01:00:00+00:00,2026-08-10T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_40_01,acct_0001,feature_used,alerts,2026-08-10T02:01:00+00:00,2026-08-10T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_40_02,acct_0001,feature_used,reports,2026-08-10T03:02:00+00:00,2026-08-10T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_41_00,acct_0001,session_started,dashboard,2026-08-11T01:00:00+00:00,2026-08-11T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_41_01,acct_0001,feature_used,alerts,2026-08-11T02:01:00+00:00,2026-08-11T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_41_02,acct_0001,feature_used,reports,2026-08-11T03:02:00+00:00,2026-08-11T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_42_00,acct_0001,session_started,dashboard,2026-08-12T01:00:00+00:00,2026-08-12T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_42_01,acct_0001,feature_used,alerts,2026-08-12T02:01:00+00:00,2026-08-12T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_42_02,acct_0001,feature_used,reports,2026-08-12T03:02:00+00:00,2026-08-12T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_43_00,acct_0001,session_started,dashboard,2026-08-13T01:00:00+00:00,2026-08-13T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_43_01,acct_0001,feature_used,alerts,2026-08-13T02:01:00+00:00,2026-08-13T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_43_02,acct_0001,feature_used,reports,2026-08-13T03:02:00+00:00,2026-08-13T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0001_44_00,acct_0001,session_started,dashboard,2026-08-14T01:00:00+00:00,2026-08-14T01:01:00+00:00,"{""user_id"":""usr_0001_00""}"
evt_0001_44_01,acct_0001,feature_used,alerts,2026-08-14T02:01:00+00:00,2026-08-14T02:03:00+00:00,"{""user_id"":""usr_0001_01""}"
evt_0001_44_02,acct_0001,feature_used,reports,2026-08-14T03:02:00+00:00,2026-08-14T03:05:00+00:00,"{""user_id"":""usr_0001_02""}"
evt_0002_00_00,acct_0002,session_started,dashboard,2026-07-01T02:00:00+00:00,2026-07-01T02:02:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_00_01,acct_0002,feature_used,alerts,2026-07-01T03:02:00+00:00,2026-07-01T03:05:00+00:00,"{""user_id"":""usr_0002_01""}"
evt_0002_00_02,acct_0002,feature_used,reports,2026-07-01T04:04:00+00:00,2026-07-01T04:08:00+00:00,"{""user_id"":""usr_0002_02""}"
evt_0002_00_03,acct_0002,session_started,dashboard,2026-07-01T05:06:00+00:00,2026-07-01T05:11:00+00:00,"{""user_id"":""usr_0002_03""}"
evt_0002_00_04,acct_0002,feature_used,alerts,2026-07-01T06:08:00+00:00,2026-07-01T06:14:00+00:00,"{""user_id"":""usr_0002_04""}"
evt_0002_00_05,acct_0002,feature_used,reports,2026-07-01T07:10:00+00:00,2026-07-01T07:17:00+00:00,"{""user_id"":""usr_0002_05""}"
evt_0002_00_06,acct_0002,session_started,dashboard,2026-07-01T08:12:00+00:00,2026-07-01T08:20:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_01_00,acct_0002,session_started,dashboard,2026-07-02T02:00:00+00:00,2026-07-02T02:02:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_01_01,acct_0002,feature_used,alerts,2026-07-02T03:02:00+00:00,2026-07-02T03:05:00+00:00,"{""user_id"":""usr_0002_01""}"
evt_0002_01_02,acct_0002,feature_used,reports,2026-07-02T04:04:00+00:00,2026-07-02T04:08:00+00:00,"{""user_id"":""usr_0002_02""}"
evt_0002_01_03,acct_0002,session_started,dashboard,2026-07-02T05:06:00+00:00,2026-07-02T05:11:00+00:00,"{""user_id"":""usr_0002_03""}"
evt_0002_01_04,acct_0002,feature_used,alerts,2026-07-02T06:08:00+00:00,2026-07-02T06:14:00+00:00,"{""user_id"":""usr_0002_04""}"
evt_0002_01_05,acct_0002,feature_used,reports,2026-07-02T07:10:00+00:00,2026-07-02T07:17:00+00:00,"{""user_id"":""usr_0002_05""}"
evt_0002_01_06,acct_0002,session_started,dashboard,2026-07-02T08:12:00+00:00,2026-07-02T08:20:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_02_00,acct_0002,session_started,dashboard,2026-07-03T02:00:00+00:00,2026-07-03T02:02:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_02_01,acct_0002,feature_used,alerts,2026-07-03T03:02:00+00:00,2026-07-03T03:05:00+00:00,"{""user_id"":""usr_0002_01""}"
evt_0002_02_02,acct_0002,feature_used,reports,2026-07-03T04:04:00+00:00,2026-07-03T04:08:00+00:00,"{""user_id"":""usr_0002_02""}"
evt_0002_02_03,acct_0002,session_started,dashboard,2026-07-03T05:06:00+00:00,2026-07-03T05:11:00+00:00,"{""user_id"":""usr_0002_03""}"
evt_0002_02_04,acct_0002,feature_used,alerts,2026-07-03T06:08:00+00:00,2026-07-03T06:14:00+00:00,"{""user_id"":""usr_0002_04""}"
evt_0002_02_05,acct_0002,feature_used,reports,2026-07-03T07:10:00+00:00,2026-07-03T07:17:00+00:00,"{""user_id"":""usr_0002_05""}"
evt_0002_02_06,acct_0002,session_started,dashboard,2026-07-03T08:12:00+00:00,2026-07-03T08:20:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_03_00,acct_0002,session_started,dashboard,2026-07-04T02:00:00+00:00,2026-07-04T02:02:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_03_01,acct_0002,feature_used,alerts,2026-07-04T03:02:00+00:00,2026-07-04T03:05:00+00:00,"{""user_id"":""usr_0002_01""}"
evt_0002_03_02,acct_0002,feature_used,reports,2026-07-04T04:04:00+00:00,2026-07-04T04:08:00+00:00,"{""user_id"":""usr_0002_02""}"
evt_0002_03_03,acct_0002,session_started,dashboard,2026-07-04T05:06:00+00:00,2026-07-04T05:11:00+00:00,"{""user_id"":""usr_0002_03""}"
evt_0002_03_04,acct_0002,feature_used,alerts,2026-07-04T06:08:00+00:00,2026-07-04T06:14:00+00:00,"{""user_id"":""usr_0002_04""}"
evt_0002_03_05,acct_0002,feature_used,reports,2026-07-04T07:10:00+00:00,2026-07-04T07:17:00+00:00,"{""user_id"":""usr_0002_05""}"
evt_0002_03_06,acct_0002,session_started,dashboard,2026-07-04T08:12:00+00:00,2026-07-04T08:20:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_04_00,acct_0002,session_started,dashboard,2026-07-05T02:00:00+00:00,2026-07-05T02:02:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_04_01,acct_0002,feature_used,alerts,2026-07-05T03:02:00+00:00,2026-07-05T03:05:00+00:00,"{""user_id"":""usr_0002_01""}"
evt_0002_04_02,acct_0002,feature_used,reports,2026-07-05T04:04:00+00:00,2026-07-05T04:08:00+00:00,"{""user_id"":""usr_0002_02""}"
evt_0002_04_03,acct_0002,session_started,dashboard,2026-07-05T05:06:00+00:00,2026-07-05T05:11:00+00:00,"{""user_id"":""usr_0002_03""}"
evt_0002_04_04,acct_0002,feature_used,alerts,2026-07-05T06:08:00+00:00,2026-07-05T06:14:00+00:00,"{""user_id"":""usr_0002_04""}"
evt_0002_04_05,acct_0002,feature_used,reports,2026-07-05T07:10:00+00:00,2026-07-05T07:17:00+00:00,"{""user_id"":""usr_0002_05""}"
evt_0002_04_06,acct_0002,session_started,dashboard,2026-07-05T08:12:00+00:00,2026-07-05T08:20:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_05_00,acct_0002,session_started,dashboard,2026-07-06T02:00:00+00:00,2026-07-06T02:02:00+00:00,"{""user_id"":""usr_0002_00""}"
evt_0002_05_01,acct_0002,feature_used,alerts,2026-07-06T03:02:00+00:00,2026-07-06T03:05:00+00:00,"{""user_id"":""usr_0002_01""}"
evt_0002_05_02,acct_0002,feature_used,reports,2026-07-06T04:04:00+00:00,2026-07-06T04:08:00+00:00,"{""user_id"":""usr_0002_02""}"
evt_0002_05_03,acct_0002,session_started,dashboard,2026-07-06T05:06:00+00:00,2026-07-06T05:11:00+00:00,"{""user_id"":""usr_0002_03""}"
evt_0002_05_04,acct_0002,feature_used,alerts,2026-07-06T06:08:00+00:00,2026-07-06T06:14:00+00:00,"{""user_id"":""usr_0002_04""}"
evt_0002_05_05,acct_0002,feature_used,reports,2026-07-06T07:10:00+00:00,2026-07-06T07:17:00+00:00,"{""user_id"":""usr_0002_05""}"
evt_0002_05_06,acct_0002,session_started,dashboard,2026-07-06T08:12:00+00:00,2026-07-06T08:20:00+00:00,"{""user_id"":""usr_0002_00""}"
