invoice_id,billing_customer_id,account_id,period_start,amount_paid_cents,refunded_cents,status
in_bench_0049_07,cus_bench_100049,acct_0049,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0049_08,cus_bench_100049,acct_0049,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0050_07,cus_bench_100050,acct_0050,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0050_08,cus_bench_100050,acct_0050,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0051_07,cus_bench_100051,acct_0051,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0051_08,cus_bench_100051,acct_0051,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0052_07,cus_bench_100052,acct_0052,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0052_08,cus_bench_100052,acct_0052,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0053_07,cus_bench_100053,acct_0053,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0053_08,cus_bench_100053,acct_0053,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0054_07,cus_bench_100054,acct_0054,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0054_08,cus_bench_100054,acct_0054,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0055_07,cus_bench_100055,acct_0055,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0055_08,cus_bench_100055,acct_0055,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0056_07,cus_bench_100056,acct_0056,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0056_08,cus_bench_100056,acct_0056,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0057_07,cus_bench_100057,acct_0057,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0057_08,cus_bench_100057,acct_0057,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0058_07,cus_bench_100058,acct_0058,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0058_08,cus_bench_100058,acct_0058,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0059_07,cus_bench_100059,acct_0059,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0059_08,cus_bench_100059,acct_0059,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0060_07,cus_bench_100060,acct_0060,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0060_08,cus_bench_100060,acct_0060,2026-08-01T00:00:00+00:00,89900,89900,paid
in_bench_0061_07,cus_bench_100061,acct_0061,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0061_08,cus_bench_100061,acct_0061,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0062_07,cus_bench_100062,acct_0062,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0062_08,cus_bench_100062,acct_0062,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0063_07,cus_bench_100063,acct_0063,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0063_08,cus_bench_100063,acct_0063,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0064_07,cus_bench_100064,acct_0064,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0064_08,cus_bench_100064,acct_0064,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0065_07,cus_bench_100065,acct_0065,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0065_08,cus_bench_100065,acct_0065,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0066_07,cus_bench_100066,acct_0066,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0066_08,cus_bench_100066,acct_0066,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0067_07,cus_bench_100067,acct_0067,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0067_08,cus_bench_100067,acct_0067,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0068_07,cus_bench_100068,acct_0068,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0068_08,cus_bench_100068,acct_0068,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0069_07,cus_bench_100069,acct_0069,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0069_08,cus_bench_100069,acct_0069,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0070_07,cus_bench_100070,acct_0070,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0070_08,cus_bench_100070,acct_0070,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0071_07,cus_bench_100071,acct_0071,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0071_08,cus_bench_100071,acct_0071,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0072_07,cus_bench_100072,acct_0072,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0072_08,cus_bench_100072,acct_0072,2026-08-01T00:00:00+00:00,89900,89900,paid
in_bench_0073_07,cus_bench_100073,acct_0073,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0073_08,cus_bench_100073,acct_0073,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0074_07,cus_bench_100074,acct_0074,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0074_08,cus_bench_100074,acct_0074,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0075_07,cus_bench_100075,acct_0075,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0075_08,cus_bench_100075,acct_0075,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0076_07,cus_bench_100076,acct_0076,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0076_08,cus_bench_100076,acct_0076,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0077_07,cus_bench_100077,acct_0077,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0077_08,cus_bench_100077,acct_0077,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0078_07,cus_bench_100078,acct_0078,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0078_08,cus_bench_100078,acct_0078,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0079_07,cus_bench_100079,acct_0079,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0079_08,cus_bench_100079,acct_0079,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0080_07,cus_bench_100080,acct_0080,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0080_08,cus_bench_100080,acct_0080,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0081_07,cus_bench_100081,acct_0081,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0081_08,cus_bench_100081,acct_0081,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0082_07,cus_bench_100082,acct_0082,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0082_08,cus_bench_100082,acct_0082,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0083_07,cus_bench_100083,acct_0083,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0083_08,cus_bench_100083,acct_0083,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0084_07,cus_bench_100084,acct_0084,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0084_08,cus_bench_100084,acct_0084,2026-08-01T00:00:00+00:00,89900,89900,paid
in_bench_0085_07,cus_bench_100085,acct_0085,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0085_08,cus_bench_100085,acct_0085,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0086_07,cus_bench_100086,acct_0086,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0086_08,cus_bench_100086,acct_0086,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0087_07,cus_bench_100087,acct_0087,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0087_08,cus_bench_100087,acct_0087,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0088_07,cus_bench_100088,acct_0088,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0088_08,cus_bench_100088,acct_0088,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0089_07,cus_bench_100089,acct_0089,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0089_08,cus_bench_100089,acct_0089,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0090_07,cus_bench_100090,acct_0090,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0090_08,cus_bench_100090,acct_0090,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0091_07,cus_bench_100091,acct_0091,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0091_08,cus_bench_100091,acct_0091,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0092_07,cus_bench_100092,acct_0092,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0092_08,cus_bench_100092,acct_0092,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0093_07,cus_bench_100093,acct_0093,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0093_08,cus_bench_100093,acct_0093,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0094_07,cus_bench_100094,acct_0094,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0094_08,cus_bench_100094,acct_0094,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0095_07,cus_bench_100095,acct_0095,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0095_08,cus_bench_100095,acct_0095,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0096_07,cus_bench_100096,acct_0096,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0096_08,cus_bench_100096,acct_0096,2026-08-01T00:00:00+00:00,89900,89900,paid
in_bench_0097_07,cus_bench_100097,acct_0097,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0097_08,cus_bench_100097,acct_0097,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0098_07,cus_bench_100098,acct_0098,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0098_08,cus_bench_100098,acct_0098,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0099_07,cus_bench_100099,acct_0099,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0099_08,cus_bench_100099,acct_0099,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0100_07,cus_bench_100100,acct_0100,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0100_08,cus_bench_100100,acct_0100,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0101_07,cus_bench_100101,acct_0101,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0101_08,cus_bench_100101,acct_0101,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0102_07,cus_bench_100102,acct_0102,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0102_08,cus_bench_100102,acct_0102,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0103_07,cus_bench_100103,acct_0103,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0103_08,cus_bench_100103,acct_0103,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0104_07,cus_bench_100104,acct_0104,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0104_08,cus_bench_100104,acct_0104,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0105_07,cus_bench_100105,acct_0105,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0105_08,cus_bench_100105,acct_0105,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0106_07,cus_bench_100106,acct_0106,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0106_08,cus_bench_100106,acct_0106,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0107_07,cus_bench_100107,acct_0107,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0107_08,cus_bench_100107,acct_0107,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0108_07,cus_bench_100108,acct_0108,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0108_08,cus_bench_100108,acct_0108,2026-08-01T00:00:00+00:00,89900,89900,paid
in_bench_0109_07,cus_bench_100109,acct_0109,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0109_08,cus_bench_100109,acct_0109,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0110_07,cus_bench_100110,acct_0110,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0110_08,cus_bench_100110,acct_0110,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0111_07,cus_bench_100111,acct_0111,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0111_08,cus_bench_100111,acct_0111,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0112_07,cus_bench_100112,acct_0112,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0112_08,cus_bench_100112,acct_0112,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0113_07,cus_bench_100113,acct_0113,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0113_08,cus_bench_100113,acct_0113,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0114_07,cus_bench_100114,acct_0114,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0114_08,cus_bench_100114,acct_0114,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0115_07,cus_bench_100115,acct_0115,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0115_08,cus_bench_100115,acct_0115,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0116_07,cus_bench_100116,acct_0116,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0116_08,cus_bench_100116,acct_0116,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0117_07,cus_bench_100117,acct_0117,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0117_08,cus_bench_100117,acct_0117,2026-08-01T00:00:00+00:00,89900,0,paid
in_bench_0118_07,cus_bench_100118,acct_0118,2026-07-01T00:00:00+00:00,29900,0,paid
in_bench_0118_08,cus_bench_100118,acct_0118,2026-08-01T00:00:00+00:00,29900,0,paid
in_bench_0119_07,cus_bench_100119,acct_0119,2026-07-01T00:00:00+00:00,49900,0,paid
in_bench_0119_08,cus_bench_100119,acct_0119,2026-08-01T00:00:00+00:00,49900,0,paid
in_bench_0120_07,cus_bench_100120,acct_0120,2026-07-01T00:00:00+00:00,89900,0,paid
in_bench_0120_08,cus_bench_100120,acct_0120,2026-08-01T00:00:00+00:00,89900,89900,paid
